,GSM997604,GSM997618,GSM997606,GSM997626,GSM997628,GSM997624,GSM997625,GSM997623,GSM997611,GSM997602,GSM997614,GSM997603,GSM997617,GSM997612,GSM997607,GSM997615,GSM997613,GSM997608,GSM997600,GSM997621,GSM997620,GSM997627,GSM997609,GSM997629,GSM997605,GSM997622,GSM997610,GSM997601,GSM997616,GSM997619
10165,8.074911407,6.033283406000001,7.321691196000001,6.53949456,7.471811584,6.891321727,7.963879228,6.962825231,6.062165793999999,8.54891401,6.961353407000001,7.561785303,7.053289941,6.764562895,6.707845036,5.897403281,8.353431333,7.043956022000001,8.10742969,5.832614252000001,7.908497127,8.499553963,7.636033405,8.128086202999999,3.0926128019999997,6.802502535,6.539457649,4.144336925,6.330830634,6.553212729
6521,5.8417339660000005,5.830107386,6.036950042000001,6.124970066,6.0236063810000005,5.809268412000001,5.934766665,5.853985682999999,6.215988414,5.572296777,5.402560737000001,5.669296028,6.148057651,6.103417871,5.954248407000001,6.047545047000001,5.845201897999999,5.898760462,6.586393086,5.875293131,6.387545144,5.934578581,5.927565797000001,6.060391936,7.109147335,6.569763926,6.111720453999999,6.814462276,5.97963182,6.404163082
292,11.42131066,10.62946149,11.12809082,8.379849597,11.27995752,11.10456586,11.32381499,11.13979711,10.06834437,11.57174493,11.15811861,12.28226216,9.632020119,10.10226195,11.91527396,10.51473744,11.58444985,10.40088957,11.25061665,10.45550131,10.98812328,11.75254618,11.06905923,11.38422356,7.14389956,10.41990013,10.2859291,6.740260245,8.201968443,10.03794047
4353,4.255241718,4.336340908,5.093875647,4.7949208819999996,4.259962456,4.396243633,4.569006148,4.044045205,4.146122118,4.023365504,4.677666649,4.418255006,4.015418502,4.17624067,4.783925121,4.190183131,4.31578132,4.349774342,4.262664593,4.299586388,4.140369781,4.288844651000001,4.250521355,4.105168488,4.837184006,4.655097723,4.617808032,4.527258577,4.803597982,4.369614547
54677,8.203983682,8.595828549,7.603998401,7.4018547429999995,8.816168674,8.374005145,7.847526442,8.474579766,8.065065446,7.681603432999999,7.58956433,8.338683872999999,7.837390429,7.072711754,7.327546335,8.258756245,7.472723257999999,7.167906959,8.107971215,8.429492489,8.340521654,7.669917589,7.896927795,8.099835115,6.982059662999999,8.136634475,7.219772681,7.414283542000001,7.36772593,7.693768951
5244,4.715497146000001,5.193091861,5.432940907000001,5.087000991,4.387112064,4.5923963080000005,4.7507529019999994,4.869608562,4.4112944810000005,5.226412935,5.124635077,5.244726443999999,4.717932797,6.127275687000001,4.29327363,5.8845460439999995,5.005665781,4.317425351,4.738008848,5.689019745,4.975310889,5.110308084,4.693613431,5.071259826,5.967352351000001,4.620018598,5.140667701,5.8718483710000005,4.905157743,5.120789217
6833,4.918927709,4.694268062,6.131055003999999,5.495707516,5.215212531000001,4.902404709,5.299723438,4.7617719460000005,4.9470828000000004,4.557797087,5.026229943,4.991537975,4.612005637,5.7440902110000005,4.5459279089999995,5.185160944,4.871191497,4.504804828,4.925414656,4.992251369,5.189588231,4.592238042,5.21570797,4.688347327,5.570324102000001,4.335327477,5.948660867999999,4.814630536,5.120668415,4.740898564
221,6.191007416000001,6.1102554520000005,6.983191217000001,6.359908679,6.286959222999999,6.046207255,6.093071145,6.463879727,6.201418387,5.948325422000001,5.987518399,6.101565387999999,5.5569935589999995,6.379236017,6.247474167000001,5.848338337,5.56319367,6.177977372000001,6.80001912,7.023564426,6.49890833,5.934063652000001,6.435768542000001,6.097580859,7.860406804,5.83741509,6.968559076,7.217197393999999,6.246342697,5.7413517810000005
79017,11.65960658,9.665172807000001,9.817146008,8.342750815,9.849417427,10.80033311,11.0402108,10.82780995,9.318049253,11.19498475,10.1572224,11.12685037,8.960782669,9.565169972,10.31821932,8.995646249,9.964478085,9.201939393,10.95067305,10.00537314,9.802998758,11.11631306,10.31507708,11.56547128,6.822811064,8.612643594,9.848106897000001,5.720477347999999,7.962988317000001,8.89068857
8228,7.318645801000001,6.91106064,7.546314582000001,7.361375214,6.483772763999999,7.393559978,8.585360841,6.972653814,6.743360993,8.145998181,7.3989744470000005,8.517390027000001,7.332537328,5.969748085,8.179083338,6.824194567,7.084935484,7.146176343,7.178990853999999,6.356196839,7.640112161,7.640482538,8.193815795,8.42169829,5.917006249,7.146630478,7.727291283,5.140623245,6.922285608999999,8.282671712
151531,3.8787485389999996,4.415263928,4.11705481,3.947838711,3.772189988,4.442891964,4.058593287,4.308430254,4.011752215,3.967841509,4.163523502,4.035249091,4.759101674,3.97549074,4.657417881000001,4.72625847,4.064864493,4.006345681,4.139133558999999,4.809603616,4.136520603,4.082710657,3.9446556260000003,4.189013686,4.559980868999999,4.051357077,4.276051476,4.876947561000001,4.325855408,4.2676836410000005
5048,9.760066442000001,9.874659484,8.422747603,7.52366456,9.417408803999999,9.255801991,9.714433374,9.227940672,7.553298296,8.761158258,9.188885056,9.46900764,8.227300774,6.643229058999999,7.996627225,8.059873005,7.892058662999999,8.566520957,8.629816567999999,6.784803837999999,8.224387047999999,9.209857586,8.371044591,10.42032324,3.810391955,8.390693176000001,8.079602292999999,3.522221317,7.157522444,8.151238195
4843,4.0608348880000005,4.3745434219999995,4.758757484,4.453777109,4.287702124,4.126270318,4.291609585,4.164194487,4.371987247,4.1437526280000005,4.591861762,4.291941487,3.859672503,4.344542796,4.507292971,4.316448461,4.7465391189999995,4.130370378,4.432919897,4.700096254,4.417756089,4.12855942,4.134945842,4.497309491,5.789234147,4.530759038999999,4.431154556,5.34465662,4.3834630489999995,3.9782008230000003
9058,5.344901187,5.247711697,5.705709843999999,5.2811037810000006,6.16552522,5.4482390689999995,5.445813759,5.681070036,5.7274543179999995,5.42562526,5.5604352729999995,5.442326165,5.524343655,5.965048705,5.6919254420000005,5.471443473,5.3902414720000005,5.699684567,5.352642991000001,6.780578442,5.072969438,5.49778821,5.325667724,5.515638921,7.859232931,5.44414686,5.9451879110000005,6.088543958,5.515401436,5.1614622269999995
8277,3.86701676,3.6800575280000003,5.621059355,5.281308358,4.654645768,4.154458107,4.294989646,3.53989765,4.632249121,3.698067928,6.037599719,3.789859535,6.225261121,4.154027665,9.498078647,4.300875254,5.616693904,4.699879534,4.627964021,4.325554042,4.3158789969999996,4.342561842,4.89267747,6.217873292999999,5.726627696,4.270536627,5.47638005,5.075282447,4.766974423,5.279917519
