,GSM997592,GSM997593,GSM997596,GSM997591,GSM997594,GSM997597,GSM997595,GSM997598
65985,6.788683515,7.612373709,7.221299325,7.470331382,7.432096035,7.283796241,7.584787663999999,7.293282767999999
6561,4.484891161,4.682513602,2.988206458,4.171122659,3.6511649389999996,4.219821549,4.123158944,3.1769323889999996
4200,6.688468895,5.581719905,6.485491289,5.585722746,6.064251922,5.596577846000001,7.89493534,8.246244442
594,6.006098023,5.636601415,6.303684509,5.732422677000001,5.82890958,6.187468189,6.235364408,6.099895526
5351,7.726283399,7.749470441000001,7.3959335070000005,7.665389723,7.775263198999999,7.565053911000001,7.360047842999999,6.986735234
5019,6.492422864,5.897026629,6.484065622999999,6.751448231,5.807410374,6.238543216,6.887517041000001,6.811440622
10998,7.65070203,6.655442827999999,5.9097103539999996,6.637281454,6.902981667000001,7.163247558999999,6.027530541,6.453978107999999
3034,6.555381375,6.17872901,5.514933866,4.736773118,5.186311137,6.125031806,5.39706025,5.482806706
6579,6.0904201979999995,6.2237244810000005,5.487211025,5.7862654870000005,5.612220872000001,5.673214359,4.805358175,4.524030882
338,4.05590933,4.344260128,4.275346861,4.127703395,4.001860006,5.000346126,4.163176223,4.340655824
3030,7.421094574,7.262565358,8.609462717000001,8.256938267,8.316651644,6.875145043,9.13190081,8.975097024
790,5.255384746,6.189742795,5.33137954,5.648697469,4.7895986530000005,5.673932122,5.22307356,6.1083456289999996
231,7.432300478999999,7.225673081,7.755959882000001,8.211995447,7.635974611,6.9761584270000006,7.723200942999999,7.548259613
4258,7.781340729,7.084456727,7.3735111060000005,6.715352514,8.708560225,6.831589688999999,7.590753703,7.273279369
2683,6.420718532,6.4497315010000005,6.083639597,5.843028696,6.603361426,5.662702597000001,6.279795217999999,5.834652737000001
22929,8.589742471000001,8.778860198,8.971235269,8.764517007,9.006906954,7.86754567,8.352505669,9.515125597
80271,7.189856448,7.294504909,7.026261272,6.7164285889999995,6.517620722999999,7.4263418,7.307325237000001,7.0366152479999995
3294,3.3371385680000003,3.50275938,3.32049529,3.616357967,3.3005285580000003,3.5774795810000004,3.747005694,3.4359518839999996
8310,5.35228038,5.539033527999999,4.792269226,4.991161672,4.898958034,5.085326395,4.897137826,4.774652692
8898,7.422402425,7.1898122220000005,7.55359794,7.6003040760000005,6.9261986470000005,7.940185191,7.114917798,7.97031802
43,4.4193384710000005,4.527039294,4.420313415,4.898109986000001,4.88703165,5.356798917,5.066970822,4.741297638
94005,7.085323534,6.4622190239999995,6.936868222,6.893263274,7.422059222000001,6.860710161,7.057288647999999,6.9373739279999995
9489,6.206772699,6.579378813,6.951537929,6.5041361570000005,7.475343784,5.940319069,6.229889074,6.78214169
6820,6.545263096,5.3586407,5.02230157,4.805421084,6.20610246,5.4403737439999995,5.364735036,5.510924007000001
29929,4.895743633,5.27918609,4.980711501,5.778426227000001,5.251184314,5.410436106000001,5.515954117000001,5.080994173000001
1789,6.516242686,6.459886292999999,6.608045262999999,6.83387903,6.8485385039999995,6.455961895,7.091819471,6.582618106
6564,4.5552037389999995,4.491715321,4.725552386,5.372994997999999,5.149254108,4.877665288,4.4393882080000004,4.317177468
23483,4.763712873999999,4.589988942,6.769124816000001,6.277698325,5.329935792,4.948751161000001,5.348230057,6.1092497660000005
9962,6.258109376,7.06522828,5.465421123,5.881506491000001,5.685020227000001,7.380780885,6.718001597000001,5.844844107999999
4842,8.020682087,6.178377807,6.693052185,7.371904229,7.422807944,7.078515068,7.4537059910000005,7.5432698810000005
9843,6.751538942000001,8.404065028,9.562895702999999,9.263936138,6.141080207999999,6.796764512999999,8.639659291000001,7.290234251
645,7.1932111789999995,6.883178158,6.16344648,7.427040076,8.122455598,6.919366169,6.941997781,7.582394838
6548,6.919155057999999,7.095743434,7.248580277,7.172312892000001,7.012381062999999,7.027129825,6.277235012,7.185723136
10558,8.18462149,7.265325874,10.02270647,9.063976701,9.406281145,7.4910889670000005,10.07454977,9.675794537
4708,10.88154814,9.969174212,11.40268591,10.13878653,11.63724502,9.757184778,10.69312824,10.72721317
6476,2.662209355,2.8044728169999997,2.627769936,3.132374427,2.685408199,2.703072712,3.106764852,2.615676534
5172,3.53574579,3.2867491810000002,3.482922977,3.3319631519999997,5.3336492380000005,3.870447946,3.468565995,3.575949142
1811,3.255056244,3.380487487,3.425105611,3.16229121,3.4851934489999996,3.5735032189999996,3.226422486,3.314512526
1738,5.051253305,4.851005855,7.022829634,5.69630204,6.844024844,4.941632441,6.144264562999999,5.649896421
2271,5.775075545,6.150166058,7.695314828,7.176227336,7.079179428,6.787452172,7.706750033,7.239673513
57084,5.814948933999999,4.690723487,5.366539532,4.442758179,4.787289391,5.264330762,5.110762671,3.8827560180000003
23428,7.7233945,7.828573938,7.535721875,7.184237198,7.636372454,8.394098709,7.298601897999999,7.54473895
26227,7.4789443989999995,6.691061641,5.80511042,5.672865067999999,7.655184952000001,6.9427724060000005,7.459663174,7.165471331
1312,7.134287228,6.412219355,8.092002739,6.169175127999999,8.173864283,6.083957771000001,8.194429036,8.60299238
9942,4.510434738,4.60974384,4.373030165,4.2196004480000004,4.834524035,4.52649708,4.272567066000001,4.660322834
5742,5.07175813,5.75239867,6.114804135,5.238705123,6.497166339,6.1286411229999995,5.881383959,4.876793929
1384,7.22642467,8.032764688,7.019799275,7.681173441,7.338160454,8.116253622,7.284632577000001,7.614617193
54187,5.845333217,5.88995765,6.194986527999999,5.672865067999999,5.665514902000001,5.003123733,5.579869112999999,6.190808587
5146,2.761208209,2.591626356,2.581345883,2.647587258,2.8703425510000002,2.669959682,2.636728117,2.781349863
11332,6.394275839,5.326875995,5.159514218,6.0114043,5.589354117,6.682308121,6.324675861,6.4999005279999995
6319,8.621436062,10.11365971,8.834038267999999,8.883518077,8.692731658,9.346551804,8.816602213,9.471413461000001
80270,6.658084001000001,6.965248342000001,6.405650791,6.668566502000001,6.180890611000001,6.47608504,6.40525093,6.568973871
513,5.2632822589999995,7.896531711000001,6.499551147999999,6.8116285229999995,7.207824262999999,5.272438437,6.52865042,6.89598339
4713,5.708355097,5.395890836,5.83551144,6.174169064,5.266629561,6.038353643,5.15327936,6.251800665
4507,3.546981942,4.859214285,4.703597378,4.715520026,4.723800488999999,5.178738902,5.763833836,5.284999121999999
2687,6.327472657,5.366737913,4.968109392,5.70641065,5.281398705,5.662702597000001,4.924212152,5.496870567999999
51733,7.160172392000001,5.539341332,6.133346627000001,6.014550047,7.355740827000001,7.099667587999999,6.174444757000001,6.821800518
102724197,6.276562209,6.66897408,5.754107621,5.937918432999999,6.407867971,6.055200532000001,6.83847799,5.697349675
5625,5.591271962,6.2480866420000005,5.449031009,5.130815313,5.881738684,6.216453523999999,5.802927079,5.614494422000001
6576,6.412686025,6.25637671,5.621242795,6.457194186000001,5.937117943,6.528659247,6.145106827999999,6.570500328
50487,6.40551278,7.228707213,7.154625986,7.086806429,6.344846584,6.706418338,6.885498859,7.298769513
23464,6.40842098,6.514763216,6.562126994,6.416831727999999,6.5419789989999995,6.801024521,6.267620402,6.808852529
23539,4.860322938,5.971156532,5.00592063,5.729365417,6.06879854,5.3104195,5.180372404,5.572500284
6523,5.315998161,4.759232508,4.612888398,5.019597169,4.684102352,5.028737989,4.611354677,4.6472109260000005
55586,5.443088417999999,5.941049212,5.216592171,5.107954904,5.64103609,6.059205935,4.78797869,5.084990562
3162,5.542577037999999,6.257854253,5.209716956,6.988234907000001,5.783187492000001,4.788349418999999,5.822400029,6.369900059
27349,4.867258947,4.648149945,4.230544252,4.5043379439999995,4.776351568,4.45224725,4.695234494,5.7015749289999995
410,6.31224543,6.031236731,5.654093587999999,5.451117718,5.609450382,5.971604803,4.583726926000001,4.697902073
80339,8.456447393,8.459706866,7.509899995,7.3864700889999995,8.598046359,8.11810911,7.592246945,7.702537219
10478,5.196254041,5.068547612,6.558619469,6.655787236,4.8500523289999995,5.215970744,7.152475531,7.026873200000001
50,6.440184254,5.924218739,7.0916735289999995,5.904247761000001,5.905788216,5.175636378,5.963044852,6.160202387999999
