,GSM997636,GSM997637,GSM997638,GSM997639,GSM997640,GSM997641,GSM997642,GSM997643,GSM997644,GSM997645,GSM997646,GSM997647,GSM997648,GSM997649,GSM997650,GSM997651,GSM997652,GSM997653,GSM997654,GSM997655,GSM997656,GSM997657,GSM997658,GSM997659,GSM997660,GSM997661,GSM997662,GSM997663,GSM997664,GSM997665,GSM997666,GSM997667
4126,6.7980426839999994,7.19292318,6.73472647,5.82009146,6.469731124,6.486796166,7.368021821,6.587581362999999,6.549356259,6.037669434,7.511275238,6.628042566,6.99503467,6.472256129,6.5665308289999995,6.81352456,7.059111681,6.804151781,6.755523556,6.008641331000001,6.439195031000001,6.646946586,6.134311522999999,6.526301987,6.738920782999999,7.5390696020000005,6.136784339,6.314351531,7.001918041000001,7.262824004,6.763013902999999,7.008097845
4717,9.709273488,8.762836204,9.066427706,6.441079679,9.960757078,8.838715705,9.643455908,9.548836579,9.303083182,8.355273737000001,9.524984134,9.021986115,9.10308541,8.395173751,8.93951638,9.208024179,10.12544514,9.034809494,8.996652225,8.879185321,8.528708913,9.448706071,8.643294205,8.244104227000001,9.156778307,9.950612184,9.244297637999999,9.876947381,9.462078995,8.735752027,8.720768167000001,8.790560718
7350,3.4817526539999997,3.570350593,3.5019695810000004,3.538114663,3.3628654989999998,3.432763837,3.165727162,3.737502744,3.692022736,3.431606229,3.3748018789999996,3.4315692269999998,3.096840049,3.5182179189999996,3.7996524710000004,3.506602348,3.447388759,3.9205326769999997,3.4027711330000003,3.7942391539999996,3.414486867,3.546208565,3.413769551,3.7355689260000005,3.269236682,3.6257009439999996,3.332153693,3.302893586,3.314938277,3.5752836610000003,3.5437772689999996,3.9061385339999997
8821,5.906559304,2.9609093960000004,4.7321481610000005,3.0513886360000004,4.9122546730000005,4.271120219,3.135440655,3.929712041,3.7932061760000004,3.62804986,4.3219629269999995,7.5725961239999995,4.861666254,3.54373599,4.780153781,3.212168175,5.3232377369999995,2.8924243260000004,3.62804986,4.568754417,6.16726657,4.853586715,5.8684767870000005,4.534255032,3.563824921,7.569690133,4.673568013,3.960035809,2.8135640310000003,4.223305754,4.7095849780000005,5.509306821
51166,5.308787199,5.186376998,5.349647525,5.165225103,5.752603865,5.472249305,4.301667644,6.116541364,5.055566276,5.435329941,4.9493192839999995,5.153179796,5.008833766,5.646140433999999,5.028478692,5.088447355,5.733821604,5.889118523,6.032638206000001,5.129279271000001,5.189302687,5.311319295,5.256583945,5.335897274,6.072792545,5.031161906,6.217021923,5.191541282,6.078796882000001,4.829855826,5.09916591,5.785332025
51809,7.553572485,6.770666491,7.920598121,4.796229414,7.972110407000001,7.214064986,7.377901171,6.876806658,5.374004806,6.880411408,7.387814016,6.83882099,8.479965157999999,6.578245709,7.736967582999999,6.206722827999999,7.58798856,7.324494457,7.378322936,4.769387955,7.29215632,7.896309336,5.710467635,6.211412696,8.053437147,7.742997141,5.459495007999999,6.666605241,7.732670397000001,6.471680782999999,7.18017754,7.160034668
6649,7.606144407,8.205532241,7.2360878710000005,7.626424156000001,7.596920582999999,7.628837597,7.161668065,7.435122852,7.331943108,8.459912582000001,7.701752288,7.814941571,7.283937063,7.873813287999999,7.194443785,7.618157612,7.417112106,7.96970571,7.739560251,7.662701737999999,8.403015323,7.8487211839999995,8.368478199,7.664500109,7.341129005,7.835256998999999,8.030287954,8.610139262999999,8.024813241,9.223842876,7.606966087000001,8.136007611
56606,5.893230817999999,6.078795007999999,5.98440017,6.7448135339999995,6.428359111000001,6.552661692999999,6.831861592999999,6.016601532999999,6.324829459,6.092652797,6.0240830999999995,6.14966361,6.333150604,6.072993905,6.396697388,5.946877901000001,5.96252633,6.134029222000001,6.21652574,6.741585112,6.240433587999999,6.5950538320000005,6.255269523,6.553995132000001,5.826462091000001,6.528854416000001,6.2429250210000005,6.470303896,6.528436582,6.00336976,6.154223117000001,6.3231706160000005
7358,8.991662361,8.549921066,9.033078766000001,6.889004128,9.218355397,7.717775388,9.504477402000001,9.246793013,8.230265587,7.54617547,8.627183683,8.850748268,9.196888795,8.557267366,9.101279055,8.186984237999999,9.239204189,8.73474378,8.831273436,7.882325855,8.158993143,9.093341662,9.051427771,7.163180992999999,8.914578532,10.52037482,8.997058697,8.024211856,9.818718535,8.23569685,8.169894482,8.182491514
6309,8.296936897,7.862046305,8.946452516,4.796596108,9.180698705,8.67910004,8.693570696,8.137819619,8.147136581,8.107151076000001,7.791106442,7.626349546,8.793610341,7.516167941,8.051524565,7.897744253,7.753666165,6.787216871,8.568077945,8.530704756,8.139070074,6.7089214020000005,8.555717751,7.268891336,7.926428645,8.184603711,7.592969359,7.388532055,9.029207833,5.691804741,8.081533306,7.367504493999999
27087,6.2327330729999995,5.838202162999999,6.133590442999999,6.441249,5.881448084,6.686566487,5.898771395,6.095818004,5.829657011,5.896871783,5.812667326000001,6.022334402,6.340825077000001,5.881918977000001,5.917452611,5.809969062,5.771631214,6.462461053999999,5.951128992,5.999231322999999,6.051582749,6.909461296,5.89695914,6.1374969660000005,5.819905015,5.905542122000001,6.226710228,6.037212407,6.580094769,6.044451099,6.055633061,5.8189113820000005
6484,4.9496654819999995,5.427277289,5.177423538999999,5.447787787999999,4.719299553,5.617205965,4.556818434,4.858925802,4.809326052,4.7870999460000005,4.727161807,5.910034984,6.211615964,5.215372058,6.058543042999999,4.492138624,4.849561154,5.1871642389999995,4.620306214,4.567823225,4.8638328689999994,4.848072343,4.9746964689999995,5.209518602,4.918265279,5.685369369,4.714730919,5.02736046,4.450407554,5.028845417,5.6500255489999995,4.964592985
1374,6.07431188,6.254425575,6.324295509,5.598338035,6.585096975,5.534351485,5.626013163,6.053266869,6.778099272,6.2416554810000004,5.332293761,5.855652572,7.235584118999999,6.134123952,6.952717324,5.8949840689999995,6.409373078,5.768602102000001,5.664730275,5.935815367000001,6.160181427,6.257189811,5.7967427670000005,5.807396742999999,5.989759949,6.909653519,5.367052383,6.11596558,6.16194765,5.938332362000001,6.457045251,5.66129871
2348,8.445332222000001,8.761177992,7.4247878720000005,11.92142315,10.02351422,9.150078806,10.11474217,8.862763900000001,11.80477296,10.68730831,7.928583645,10.34049569,9.854577525,7.487893501,11.103040400000001,10.66683374,9.110075758999999,7.351354065,11.20742688,10.59960233,7.967108356000001,8.634920046,10.34791172,8.697573184,9.982044923,4.963073935,8.661042646,10.22934478,9.621965457,9.229923973,10.94605154,9.274910432
2352,4.08847364,4.953037105,4.539800641,5.543891511,4.871004685,7.096763813,4.318016513,4.598169207,6.00201992,6.335745192,5.145920909,5.689490046,4.741074781,4.749830207,5.2776933139999995,5.378949282000001,4.739295328,4.5333723589999995,4.968796671000001,6.393077507,4.6337257460000005,4.400868026,6.273242645,4.666111107,4.625849491,4.328706018,5.256212361,5.5858534539999996,4.4671016980000005,4.647054197,6.7701678979999995,5.745343642000001
345,3.9628968469999997,4.260839107,4.0101766969999995,4.273705697,4.7056091989999995,4.925837566,3.788926477,4.83007745,4.216484208,4.2672808589999995,4.102747159,3.863932691,3.710140755,4.952100586,4.169673487,4.158097744,3.9570854910000004,4.695339541,4.243377153,4.525254694,4.158667308,4.576501969,4.4532453069999995,4.501810713999999,3.985256667,4.433830267,4.389122252,4.722625956,4.185615258,4.742237158,4.571188176000001,4.5138406060000005
8050,7.6626263429999995,7.405908192999999,8.152802373,5.777640368999999,7.961629263,7.17199685,8.55299807,7.182231965,8.195476589,6.616833647000001,7.830471584,7.486977668,8.705404161,7.531083365,8.784939755,7.648284253,9.122543617,6.746161197999999,7.687424728,7.503248002,6.908882611,7.122043542,7.594066163,7.760458897,7.624441134,7.940821435,7.119598009,6.729801461,8.644143388,7.105294885,7.592106014,7.028489665
6506,6.995755592,6.907135178,6.491680709,7.216132013999999,6.86901792,7.0500097539999995,6.658879032000001,6.750746167999999,6.335022696,7.052421012999999,6.746441861,6.5233508129999995,6.574157915,7.022047727,6.259408842000001,6.995899545,6.464200558,6.952468209,6.35338032,6.649698634,6.663748145,6.675646436,6.8879057910000006,6.642632471000001,6.508924213999999,6.450890072999999,6.895422189,6.875488721,6.525547395,6.867608085,7.214390793,6.895911806
51296,7.433644707000001,5.838439576,6.174613935,5.95301949,6.990573347000001,5.8293651529999995,5.099529083999999,6.12280078,6.6836118529999995,5.460292517999999,6.245778497000001,6.164993266000001,5.463239505,5.840450312000001,6.477678756,5.311782654,5.752889659,5.974992981000001,5.477839201,6.775430569,5.39394442,5.88347208,7.021052525,6.870869545,5.787083851,6.8203651910000005,5.43688497,5.775086719,5.4163077710000005,6.1364161710000005,6.649894982999999,6.051413375
114971,6.471635737000001,6.467481338,7.072091516,6.326384571,6.496061097,6.413653502000001,7.361886276,6.621064358,6.304147978,5.968086682999999,7.070982582,6.664272274,6.738105497,5.99705496,6.950467669,6.321723659,7.181931005,6.319449047000001,6.847562298,6.675026234,6.440805584,6.271825442000001,5.8587816429999995,7.428368089,6.49910518,6.695144636,6.008583737,6.39667116,6.737015225,6.379469437999999,6.511619475,7.017127024
4728,7.7246318370000004,7.437021702000001,8.263042497,9.054292719,9.296475223,7.533656074,9.166809334,8.048300063,8.37807063,7.728596408,6.870018477,7.883787879,8.88719091,6.92789761,8.613461885,8.57335614,7.314466499999999,6.793418064,7.093791187999999,8.121782237,7.279805958,6.720486285,7.88653357,7.381401528,6.519639616,9.079184085,6.837150138999999,9.070671878999999,6.852415178999999,7.971528472,7.999546963999999,7.624615238
1119,6.152777747000001,6.209973657000001,6.161290987,6.985731007,7.220389666,6.11840984,6.214121988,6.4281792189999996,6.563409119,6.16952981,5.623892937000001,6.510804437000001,7.819179145,6.1492681739999995,7.403073836,6.515706868,7.091733036,5.772924071,6.602046799,5.93033395,6.430296045,6.079873962000001,7.325245529,5.46695134,6.642861451,6.638145162000001,6.155897051,6.874405511,6.230391237999999,5.615093027,6.7506640529999995,5.795685964
1610,5.068457515,5.57478838,4.994669987,5.1498558,5.012845759,5.147642747,5.265051853,4.823047151,5.230012176000001,5.248760026999999,5.549028957000001,5.253651082,5.020921267,5.542655569,5.347100664,5.516082366,4.7089224089999995,5.304280955,4.944383514,5.002664057,5.230468903999999,5.387851325,4.930723191,5.199708949,4.841667001999999,4.959157493999999,5.357370482,5.128137354,5.090418947,5.541498452999999,5.025525441,5.212494667
4891,9.512701868999999,8.459895567,9.998375664,8.426818013,8.218901587000001,8.780274823,7.519957167,8.594296883,7.619173103,9.814194547,8.983286617000001,8.924377819,10.47138471,8.581537424,8.754406281,8.258131127999999,9.101573922,7.82801975,8.547689242,9.369513417,8.790714309,8.426610158999999,8.681501209,9.046807182,9.373587747,7.8921813489999995,8.762590064,7.627567007000001,9.796402532,7.699897482999999,9.252452783999999,7.5759829210000005
4598,9.183424878,9.178800879,9.095135464,9.798702266,9.15711827,9.193418785,9.269273982,9.384324261,9.374863438,9.060226337000001,9.062717762,9.2031061,9.342930997,9.050276975,9.502424937999999,9.195045224,9.158349451,9.323864172,8.99953003,9.143348602,8.986572068,9.41871693,9.162253463999999,9.122738677000001,9.212468477,9.191107646,9.075668317,8.889013866,9.134036429,9.43284544,9.154979382999999,8.911278804
506,10.59372566,10.42844542,10.55133323,8.919714434,10.76009531,9.830687745,11.88115968,11.11471527,10.90628094,11.20800776,10.33402963,10.33350819,11.284068300000001,9.620352748,10.88959726,10.66943042,11.48364922,9.098569842,10.81519704,10.97878398,9.622331447,10.66486593,10.27954016,9.675740451,11.8450561,11.11896453,10.10400827,8.965811936,11.00019741,9.277176481,9.807374145,8.931845061
1594,5.109342757,5.086056795,4.8929715830000005,5.06531839,5.108286979,4.86303987,4.927195267,5.023622694,5.382358131,5.2347132510000005,5.078023063,5.320992002,4.530133538,5.645745155,4.852276308,4.906560334,4.948518362,5.353350196,5.281632446000001,5.046295037,5.13031588,5.108126135,5.184481571,4.992127365,5.123333135,5.316502802,5.35606987,5.22756331,4.891493692,4.952035595,5.308134191000001,5.06190103
79611,6.064106002000001,6.990832673,6.2087335679999995,5.709349697,5.6599521710000005,6.265737818,5.657474615,6.078295691,5.739770732999999,6.134323687,5.873995673,5.434993963999999,6.1193385739999995,6.707572736,5.4131952729999995,6.685293341,5.466391438,6.2714773820000005,6.00594118,6.297796712,5.4588126710000004,6.005050377000001,5.49311948,6.099915496,6.1160910710000005,5.18569287,5.472053285,6.366223009,5.7864694000000005,5.183106027,6.411287262,5.7179369310000006
4048,9.196638565,8.791245098,8.411259296,8.556915219,8.071877917,7.758493709,9.521136849,9.919686228,9.811202754,8.143623443,8.494884423,7.835149977,10.57461725,8.719481559,8.57052489,8.882420931,9.695285217,8.881744608,8.706880549,7.915252548,8.264577176,9.250793495,7.563362007,7.398736955,10.22283674,9.372458505,8.794783073,7.607337791,9.316425917,7.618133515,7.988909696,7.693125193999999
6539,5.505659368,6.2772346279999995,5.994572494,5.904460262000001,5.545901562999999,7.0166137410000005,6.073536976000001,5.699067495,6.942856076,6.650775648,5.70100613,5.594060193,5.747799538,6.782955742,5.752275536,5.775240312999999,6.036355185,5.8176926060000005,6.227368727999999,6.893710903,6.163563027,6.481043069,6.826101512999999,5.998166912,5.836035476,5.555788175,5.906800957000001,6.7238616339999995,6.110617411000001,5.481265404,7.064578515,7.210341876
54682,8.842552306,8.058638115,9.717925313,7.057188422,8.821589881,7.565246377999999,8.372180848,8.314583135,9.012411802,7.176607992,8.450761300000002,8.663678092,8.89717379,8.300956663,8.666074971,6.76542696,8.085012472999999,8.26657155,7.234071805,7.700718746000001,8.234070132000001,8.432897228,7.294411745,6.12285299,9.136168069,9.077808509,7.856927922000001,8.763046418,9.790421938,8.812876308,8.415315835,8.090658664
80724,6.001068207,5.818769604,5.8100627860000005,6.302257841,5.643296451,5.397553854,5.723330299,6.049083661,5.947319766000001,5.370839322999999,5.182345532,5.129562991,6.308594197000001,5.913006495,5.483451354,5.659871817999999,5.099286156000001,5.51920108,5.445258583999999,4.984900051,5.610940303,5.700726447,5.225849158,5.334854711,5.829668975,5.603858325,5.452057712,5.453557592999999,5.907767762000001,5.895783705,5.4613988870000005,4.857890268
217,11.92927599,9.190699016,11.08189089,10.33591615,11.27839706,10.20694811,8.887570142000001,8.592322712,9.857405738999999,9.759256344,9.886936383,10.33240758,11.54866495,9.317100619,12.468813699999998,9.236517753,10.58575668,9.083870838,9.479569337000001,8.530954719,10.59429049,10.63614875,8.705725939,8.950582087,9.660466544,10.03629804,9.308823129,8.836599687,11.6439425,10.32374285,9.829880286,8.987477903
81539,10.38642694,9.899351893,10.47130871,7.7054135729999995,9.344780128,8.190138668,11.02939201,9.983322978,10.56253313,8.748092822,9.942203882000001,9.872323635,11.87622479,9.41099741,9.722979002999999,10.20421613,11.50189353,9.009996053,10.76957846,11.01799546,9.860475172000001,9.729460806,9.587274755,9.155504709,11.72610601,10.27087829,9.103911959,11.08400288,10.48099388,8.919249885,10.38015314,9.270539122999999
2597,12.93389949,11.65544736,13.2051768,11.02441025,12.69412467,12.32262593,13.07172175,12.9120246,13.03435907,11.66978939,12.14936883,12.92771721,13.54456521,11.79517336,12.92330235,12.51406576,12.84320192,12.25217611,12.34592817,12.14303823,12.11036421,12.49868154,12.6603586,11.2794995,12.93346111,12.45301721,11.70519988,12.61247814,12.83759643,12.02681401,12.20738334,11.73018794
56994,8.145327219,6.871399747000001,8.9500491,6.43220132,7.349340566,7.515252946,7.983632367,6.509845752,7.895044232999999,8.056667476,8.011582638,7.544520154,8.329581843,6.793188155,7.729952269,7.386540524,9.100040064,7.106915068999999,7.2149193,7.042675547999999,6.547318347,7.49917058,8.054075348,7.318711132000001,6.640704863,8.771068237,7.472254006,6.46872098,7.842057611,6.576347267,6.077943185,5.38471079
7167,10.9782377,10.01101009,11.27802798,8.110409958,10.81837965,10.54159771,10.84601286,10.33624581,10.73109233,9.262063141,9.807830133,10.52160658,12.09764237,9.91677108,10.73355995,10.62206413,10.59510556,8.898189771,10.47447888,10.06676344,9.463028937,9.795984814,10.14484359,9.221227742,10.89911532,10.90383347,10.11980738,10.09770855,10.99754152,9.876491892,9.912721848,9.751161783999999
2026,6.457431677000001,5.547748935,7.794594254,6.544699125,6.248572437000001,6.034105526,5.6590921739999995,7.13238842,5.9575474260000005,5.133070184,5.745816794,7.008806679,8.994418128,6.011500487,6.870116785,7.06302177,6.897031936,5.716914431,6.721831152999999,4.702717926,6.420196295,7.117959179,5.928014365,5.23173005,7.384149394,6.0493651879999994,7.177926202,7.324608412000001,7.09047365,6.306772699,6.132838207000001,6.4413603429999995
28234,3.916596972,3.842668642,5.22176997,4.708395751,3.8917095980000003,3.901897782,4.620681805,4.387950236,4.549010923,6.884851453,4.004909276,8.358696219,4.137252129,3.726963387,4.562322122,6.825220015,4.532663851000001,3.765669878,3.799257409,5.0723988769999995,4.990315385,3.8971516619999997,3.9410588960000004,3.696316417,4.100427586,7.996151059,3.9339253419999998,4.947850062,3.701143317,3.9575396389999997,3.9510687000000004,3.893080015
3945,12.88600175,11.50791291,12.5389647,7.955467402999999,12.13613082,10.77445243,12.83483843,13.05588213,13.07367381,10.87727282,12.45923852,11.86153275,13.48706413,11.63959615,12.96487963,13.62964431,13.1698576,11.403122,12.01913411,10.29357415,10.26785394,11.81427222,10.89062356,11.05103835,13.33781573,12.38830975,11.26315469,9.808714025,12.95869514,10.75796173,11.51958545,10.51189283
55907,6.758076181,4.746139126,6.380591653,3.618462263,5.75781142,5.3107591560000005,5.086171828,4.741043081,4.925057515,4.37073972,6.107755,5.786395473,6.346983807000001,6.125425826,6.6042344779999995,7.65210511,5.711048473,4.708397038,5.58959189,4.09672502,5.833105132000001,5.58853238,4.441301005,4.264670511,6.4233203020000005,5.647787661000001,5.424857599,4.399103898,7.244327851,4.33699902,5.588119691,4.003274542
6489,3.293034257,2.99230366,3.571415685,3.05751113,3.82310163,3.113551179,3.194297883,3.369855673,3.091421874,3.300975795,3.476058135,3.4955615019999997,3.3704459460000002,3.0708622169999997,3.3048948439999997,3.03112275,3.030280944,2.975926445,3.2468305369999997,2.9717553939999997,3.0681950810000003,4.156639688,3.671779143,3.20698019,2.863743535,3.024455877,2.765718862,2.9141335039999996,3.25142324,3.543532117,3.118111203,3.3001381480000003
57379,3.4041617210000004,3.524278965,3.500660735,4.164356913,3.277052942,3.106623887,3.4237624380000002,3.321073409,3.538837133,3.312041766,3.443166662,3.229736878,3.7487012589999997,3.435991225,3.478126568,3.47064091,3.438309907,2.9522447869999997,3.394916208,3.354416828,3.3587623680000003,3.363076145,3.362374345,3.810963084,3.3994409869999997,3.200673995,3.544037209,3.373150312,3.504739106,3.71844893,3.131800723,3.619233668
51522,10.29494176,9.133493958999999,7.807620227,7.742434735,7.30306434,8.508815674,10.57024467,8.947281275,9.622941113,9.178989041,8.341279206,9.230469764,10.096104400000002,8.360251166,8.810228789,8.832641688999999,10.79660064,9.056731637,9.638846822,8.847742997000001,9.122989826,9.034245764,8.923616621,8.589981665,10.08452814,9.368175335,9.326047431000001,7.9186083279999995,9.94201178,8.375701113,8.348060635,8.518990169
2651,6.95039417,6.190800808,7.632333608,8.300669584,6.830796412000001,5.747670077,5.557024258999999,7.813060671000001,7.210746499,6.5724187039999995,7.666985400000001,6.404106848,8.840410615,7.650097069,5.886217599,5.670459602999999,5.419790271,6.1501072510000006,6.310121944,6.6685525939999994,8.71307435,5.148285559,7.3156351189999995,4.672974621,7.573062591,7.965429338,6.927056676,6.1061418960000005,8.071894493,7.792186872,7.118423751,6.054120889
4121,6.250568887000001,5.850496596,6.361856281000001,3.737371468,7.131586531,4.456126931,5.420380946,4.469691112,5.515550506,8.301986484,6.9221578610000005,8.398447344,4.790019289,4.240173969,5.77993693,5.189713998999999,5.727708326,5.596573621,6.48586465,5.716083211,6.5389208839999995,4.616709755,7.503649894,8.249708998,5.141797702,7.771541257000001,4.858170222,6.614558409,3.7867722980000003,7.979806143999999,4.2952496689999995,6.240508723
10090,4.259041074,4.727280722,4.510629359,4.017513841,5.536013324,4.331171071,5.066026998,4.091361064,4.142406674,4.0842432330000005,4.2836362580000005,4.399857964,4.543442024,5.15797835,4.199662073,4.192374246,4.37765795,5.607676698,4.281570245,4.152503045,4.2210026880000004,4.588755819,4.6742466469999995,4.450281883,4.535032394,4.233415927,4.165299625,3.99600025,4.091004283999999,4.010344746,4.626041038,4.011937543999999
116369,5.34353537,5.183039776,5.111312388,5.0354236939999995,4.876920566,6.886472228,4.920535127,5.529234242999999,4.66146772,5.515142954,5.108161563,5.715583679,4.7062200469999995,5.326447083,4.689113326,4.866171393,5.025635536,5.709445706,5.297358705,5.258132867,5.490169797999999,5.0436748,5.649407755,5.40991531,5.38313755,4.59981808,5.467788591000001,6.150315657,5.234338741,4.907580093,5.953807871,5.4791963379999995
6005,4.473284761,5.2008328189999995,4.602019913,5.150467537,4.7194570019999995,4.521508123,4.762266573,4.950937725,4.5153453919999995,5.007823313,4.431192135,4.6839824519999995,4.653096543,5.254362551,4.417990989,4.942122111000001,4.737659978,5.222458946000001,4.761879368,4.743623665,4.970528208999999,4.956909643,4.8055454310000005,5.057092363,4.681783093,5.030645068,4.902219258,4.772007447,4.983297633,5.321351706000001,4.8951339560000005,5.224769568
6648,7.949965484,6.491075222999999,7.6906904879999995,5.831836962000001,8.010812811000001,6.706901475,6.5455297560000005,5.682710723,8.355386568,6.82584056,6.26138212,7.997495977000001,9.380083776000001,6.407998182999999,7.656263042999999,5.961732008999999,6.911382141,6.269473191,6.470289471,7.376601836,6.9792053339999995,6.801258977000001,6.79799137,6.582714202999999,6.67396173,7.456733709,6.144710748,6.694795227,6.680567698,6.658535865,6.8262894670000005,6.3669915989999994
7915,7.771740052999999,6.257932536,5.492433941,3.411314804,5.5649438270000005,5.507756122999999,7.4693741639999995,6.06762085,7.121364079,7.274934619,6.647974796000001,4.811333489,5.933680000000001,6.1685493,6.1861052139999995,5.964039435,8.075098517,6.0081200379999995,7.411761635,7.649646809,7.129564136,6.687728461,5.810147136,6.301955396,6.810143232000001,4.392911903,6.782225154,4.810538862,7.963685024,5.656336818,5.901808964,7.016457012
8876,5.724054584,3.648791202,5.638067648,3.527145172,3.9706379569999997,4.128975134,4.697350211,3.475474853,4.088618724,5.650922619,5.139392741,5.317364787,5.223731316,3.902135395,3.472862025,3.762035845,3.307729503,4.04172829,3.740192859,3.9424340669999998,3.8349871460000005,5.7544167029999995,3.5508780189999998,3.8935706239999996,3.341321175,4.419579076000001,3.6679449369999997,3.7555143139999996,3.435536631,3.880182323,6.335657299,3.5903137610000004
8875,5.5608788239999996,5.823524708,5.660440228,5.61333578,5.160383427,5.431533354,5.448717062999999,4.710647084,5.234060834,5.329104919,4.920707952,4.942730832,4.784950841000001,5.154884677,5.118348781,4.9710008000000006,4.9252917069999995,5.242281621,4.949736662,6.197999335,5.301558733,5.749436686,5.023096726,5.818315081000001,4.875346282,5.174463718999999,5.0980163119999995,5.250934354,5.082771178,5.561883304,5.331092662,4.761395439
135152,3.579743371,3.831693946,4.14612662,4.193360122,3.572013829,3.8857474180000002,4.034637689,3.857114971,3.46360641,3.583301904,3.6299722310000004,3.744598775,4.304328159,4.062320617,3.8463514610000002,3.4682747480000002,3.685971925,3.991500497,4.164949743,3.726278488,3.584391987,3.980435422,3.792908642,5.176821942,3.910032611,4.005507574,3.5754765539999998,3.6373071039999996,3.6434265789999998,4.583595231,3.8515370589999995,3.6970038489999997
10246,4.260206298,4.007365044,4.236453825,4.630429006,4.200705635,4.3720328969999995,4.306123143,4.193503434,4.310610307,4.137987512,4.179106973000001,4.166060687,4.065446439,4.125216049,4.267558396,4.176475478,4.077701183,4.225945598,4.323809021000001,4.144662963,4.162606891,4.199476743,3.945042413,4.047841388,3.880568985,4.119924224,4.182160898999999,4.260446116000001,4.003068208,4.0446753630000005,4.114524465,4.004161216
117247,5.2334038110000005,5.275474414,6.000323121,4.599847457,5.702792304,6.952174082999999,5.419115701,6.912765671,6.136860337000001,4.940942989,5.6229303889999995,5.395265322999999,5.508812969,6.22108937,5.378824097000001,6.104184761,5.702889486,5.440291665,6.109175311,5.427319347999999,5.332027548,5.160445445,6.520932612,5.574062672,6.0075110039999995,6.1701725320000005,6.431315771,5.521110179,6.544368496000001,5.237607188999999,5.767562357999999,5.522132513
6582,4.984238282,5.009288403,4.824803605,5.395200748,4.706986276,5.468482741,4.703576021,4.48206328,4.794569613,4.928618345,4.812484055,4.608528837,4.715369558,5.018005174,4.783278289,4.861500666,4.658324424,4.961720107,4.963083698999999,5.162404904,4.846588286999999,4.790231018,4.772019181,5.004754804,4.7638615369999995,4.501189966,5.087084588,5.301186412,4.712924333,4.83767263,5.007651805,5.106214433
10846,3.1126479660000004,3.286557195,3.20183373,3.1425443060000005,3.220783998,3.234272367,3.2026445910000003,3.140730488,2.7903288180000003,3.6009432980000002,3.8191405019999998,3.922638045,2.933901708,3.3183698839999995,3.287244195,3.5231866710000004,3.487902614,2.9576113910000004,3.084077128,3.3550218110000003,3.2387109639999996,3.067562123,4.082999648,3.365273293,3.00207781,6.959769829,3.395780123,3.493660873,3.1419673180000003,4.144298495,3.16322737,3.508296397
1347,11.65118829,10.92382934,12.33872094,9.718553541,11.2458955,10.46141449,12.15774267,11.65464123,12.55356913,12.00326276,11.35382529,10.83561563,11.86054035,10.65551239,11.96070043,11.34615024,11.6795445,11.21624272,11.30015112,11.23978186,11.01223334,10.88853394,11.18206113,10.53775699,11.86119992,11.24012163,10.62714736,10.92272226,11.18497976,10.65036858,10.89832212,10.0583763
2762,7.594594409,7.924609101000001,7.408694193,5.936925709,6.912663835,7.129110037999999,8.103197616000001,7.309990891,8.165010915,8.15773367,7.574233952,7.42308662,7.958909106,7.137972754,7.181258419,7.457334584,7.887013988,7.859386859,7.364390951,7.707793985,7.657451289,7.124033763,7.63434541,6.599947800000001,7.651246083999999,8.144097106,7.543220302999999,6.266866379,7.5723503270000005,7.143970886,7.617201735,8.117860004
2030,5.864721512999999,6.258247329,6.092829017000001,5.918747347999999,5.728722147999999,6.3428543820000005,6.048877688999999,7.229262032,6.301391126,6.050837672999999,6.08357692,6.156302867999999,6.6621885910000005,6.206495904,6.191606422,6.226741845,7.184371983999999,5.951356068,6.298175565,5.569342183,6.693862198,6.150586876,6.329655914,5.654891035,7.582138101,6.5465715289999995,6.431532265,5.832767368,6.67758096,5.6395875,6.061627132999999,6.52245769
83594,5.419860982,4.394896567,5.5883832060000005,3.738729637,5.949406066,4.599120213,4.953116951,5.295357398,4.988790168,4.357650945,5.645461589,5.73434704,5.046287456,5.239585337,5.03949627,5.26078795,5.348227028,5.4363969,5.700789982000001,3.652379028,5.6505902379999995,6.18002635,5.651983746,4.864993715,5.463973301,4.962578588,5.040066142,5.192109138,5.836468769,5.359327539,4.410491263,4.926455666
4124,7.872612798,7.433059236,7.47652076,7.313070999,8.4807674,6.894514073,7.824897739,7.348856258,7.115140217,7.762601146000001,6.970871985,9.900619307000001,7.977490174,7.764394039,8.403888739,7.5313679989999995,8.617879155,8.7647323,7.393036884,6.708460426,8.312008964,7.290978418,9.021653231,8.212616017,7.764087793,9.338153518,7.494326738,7.782221259,8.426198869,8.905364594,7.675228165,7.474604715
3157,6.523074703,7.093479209,7.100336878999999,6.714407784,8.130866379,5.619949654,7.188472351000001,5.857067392,8.2762463,7.379379377999999,6.790905697,6.89222596,7.323326755,5.339629816,8.026385465,6.6764956060000005,8.26492095,5.49588736,7.005462382,7.0674031379999995,7.031227564,5.631172939,7.164573327,6.885561186,7.883888392999999,6.920290071,6.708967176,6.3195676679999995,6.984211299,6.584648554,6.778632515,6.821335256
