,GSM997630,GSM997631,GSM997632,GSM997633,GSM997634,GSM997635
3036,7.74157434,7.702297811,6.571277296,8.238852436,9.308895752,6.20410751
587,6.994798532999999,6.879875346,7.491215586,7.051933097999999,7.284364712,7.701762101
2639,6.136348842,5.887414509,5.534945185,5.8058629470000005,5.671381964,5.967431427
6528,6.211145507,5.900124422999999,6.1918891789999995,6.192624385,6.271405164,6.407799067000001
51477,7.535902285,7.479034624,7.154773737,7.0916628610000005,7.442728601000001,7.735836636
495,4.974719765,4.351398044,4.91831465,4.705159815,4.849533208,4.959835855
26330,3.313610446,3.024597491,3.082556649,3.3569940060000003,3.3198278360000004,3.47286982
10135,8.382515116,8.098086807,7.677292821,8.354011666,6.930661299,6.36499753
5294,7.955156838,6.852415178999999,7.566365568999999,5.372320724,5.804244839,5.728940746
50617,3.811506435,3.480025884,3.382911695,3.6132965230000003,3.619480469,3.7261822039999997
4967,5.322917865,4.969069343999999,5.102048813,5.1862558860000005,5.3657548219999995,5.497046722
11112,8.943159736,9.341966136,9.717944145,9.252703381,9.271989899,9.36693354
1577,7.266822236,8.429122737,9.37875865,7.914923817000001,7.216560188,7.471383444
3614,7.089945362000001,6.137855587000001,6.350695546,5.575633045,6.108684439,5.988176405
56913,7.816606285,8.116541587999999,7.970617237999999,8.861931065,7.4768154760000005,7.143018157
8985,8.372996476,8.305148909,8.272593962,8.33189833,8.480744511000001,8.389732458
644,10.52198269,10.30759275,10.76606069,10.1114927,10.21236409,10.08945078
2645,4.228728192,4.066655293,3.9891298639999997,4.089119665,3.889623138,4.224321338999999
6505,3.617332293,4.698432636000001,5.445199132999999,5.372618535,4.9422898580000005,4.663747855
54981,8.325221088,8.025333977999999,9.30716274,8.796393221,7.752107744,8.540916739
203,5.98771044,5.475743751,5.046232537,5.503747259,5.340659852,6.060341022
768,8.626644613,8.271781587000001,7.933456382,8.318236452999999,8.689638954,7.959155605
7306,3.151167688,2.8566490780000002,3.1845034660000002,3.824601052,3.141856742,3.192578251
8395,8.84571265,8.437578657000001,8.663264352,8.177300926000001,7.009700661,7.65813656
5264,9.093286976,9.633765031,9.19641109,8.595656299,8.926174709,8.949115042
8029,5.042036153,4.827034478,4.597454798,4.454732189,4.561851633,4.834190773
1787,5.732984002999999,6.0039959529999996,6.227347312999999,5.659038579,6.222469768,6.187857895
3988,12.15654515,10.93175432,12.20132597,10.67387975,11.77322561,10.19603945
64077,6.32544424,6.037578086,5.7758137110000005,6.087465107000001,5.7708927370000005,5.61256074
1562,3.642666111,3.286600858,3.585008507,3.609897508,3.5956993880000003,3.3864005539999997
443,4.603200748,5.1053179580000005,4.341916242,4.598619889,3.7184513530000003,4.511485785
55163,7.08093998,7.33071449,7.219946502999999,6.752016021,7.552298893,7.4082727539999995
9487,5.741380469,6.081437662000001,6.1481113689999995,5.884339817000001,5.363461041,5.2751381010000005
2584,4.352068541,4.076883907,3.8766701930000003,3.69625349,3.654188163,4.11174201
2027,5.155733921,5.531221362,5.2138095280000005,5.09519934,5.069615646,4.776619079
8402,6.324737175,6.475350214,6.778770695,6.754989456000001,7.313866195,7.231298646
6532,5.25089413,4.74116253,5.416306222,4.83961535,4.3144831130000005,5.054035366
218,4.700152158,4.393162043999999,4.5398968019999995,4.25298993,4.46126624,4.372189172
4669,5.871144357,5.546759369,5.803076823,5.887432895,5.920767796,6.0855701579999995
3292,3.8039124280000003,4.465100639,4.020497894,4.114047522,4.834052863999999,4.6404200310000006
239,4.296559876,3.923647696,4.242056521,3.804919361,3.687333681,3.891583967
8714,6.821896651,6.589083883,5.866558052999999,6.754225106,7.163429837000001,6.827512544
230,6.017002594,6.620576144,6.319595678,6.677731907999999,6.793504815,6.9220028639999995
6783,2.663957232,2.604671205,2.694458141,2.95618761,3.7789400310000003,2.7302193439999995
4126,7.96064155,7.949234131,8.132640262999999,7.867245904,7.908101557,7.955735419
4717,10.11089762,10.47276972,10.28442549,9.913767488,10.25126781,10.61685681
7350,3.086494896,3.0051581339999998,2.964983885,3.009913749,2.715985409,3.102398545
8821,4.785865594,6.008093387000001,6.495359216000001,6.92988897,7.443417575,6.264224672
51166,4.790231018,4.700871165,4.661458112,5.137397889,5.125511916000001,4.939391967
51809,7.470827966,8.284331923,7.852542151000001,8.163426757,8.464718452,8.028722786
6649,7.528339257000001,6.7791707820000005,6.747745085,7.274932545,6.679293375,7.161239367
56606,5.824856476,5.449160325,5.6021283010000005,5.699252212,5.250562061,5.628307834
7358,9.770210567000001,10.22546656,10.22298298,10.07525878,9.793724144,9.506335149
6309,7.855714675,8.23713588,8.745309635,8.747045437999999,8.025656586,7.5075541029999995
27087,5.888994318,5.720708582,5.380641745,5.6757790870000004,4.945849036,5.472801595
6484,6.066090282999999,6.31754905,5.652010317999999,5.682080261,6.090659042,7.204649125
1374,7.027634837000001,7.455615878,7.097127811,6.817893907999999,7.650149314,6.994358989
2348,4.722194193,6.101081664,4.116128368,4.093944933,4.3028816910000005,5.280321838
2352,5.8326476739999995,3.9709995289999998,5.3110839830000005,4.1306168219999995,3.8446819710000004,4.417902211
345,4.0376783960000004,3.6814329160000003,3.57173027,3.86176204,3.6766767160000002,3.7743916889999998
8050,8.10251956,8.529691214,8.555772182,8.351735381000001,8.556394562000001,7.980604268
6506,5.569287311,5.4526709339999995,5.674167499,5.97271953,5.633620154,5.955157313
51296,6.874930578,6.209473441,6.7292116879999995,6.386031507,6.837003273,6.469989399
114971,6.107447905,5.662292157,5.7916418389999995,6.033802745,6.378407642999999,6.296651946
4728,7.833254142,7.707957911,7.798794337,7.877772547999999,7.918027386,8.073586283
1119,5.115491717,5.934872326,5.450885167000001,5.628917713,6.206693732000001,6.39431211
1610,4.753257946000001,4.03344468,4.498162937,4.556164821,4.34152803,4.3741173280000005
4891,9.450571527000001,9.328195059,9.143605545,8.856318867999999,9.318219486,9.799730197
4598,8.951052009,8.964724556,9.12527643,8.739031175,8.666787389,8.943839244
506,10.8999881,11.11312189,11.44487171,11.18357293,11.30522578,11.27116268
1594,4.291516517,3.7085962689999996,4.18595463,4.000930903,4.156174561,4.278893903999999
79611,5.3304159360000005,6.461897885,6.56127269,6.142845447000001,6.448531401,7.094079624
4048,12.04330419,11.40985769,12.16997393,10.89025169,11.67165747,11.23884508
6539,4.8310425310000005,4.563988458,4.636088892,4.626212753,4.85611068,4.715712674
54682,8.173057176,8.407284727999999,8.342638122,8.439993723999999,8.515785989,8.563774335
80724,5.818478592000001,5.800656356,6.026020867000001,5.953339722999999,5.792776932000001,6.081816158
217,12.19823036,12.21456504,12.18086191,11.85031122,11.95926932,11.49424358
81539,9.621461324,10.20869819,10.17071513,10.19296323,10.42082954,10.04017657
2597,12.26406312,12.39538588,12.43600697,12.25763166,12.748053,12.40456625
56994,8.756453866000001,9.018537406,8.714066537999999,7.69542208,8.220991869,8.126273674
7167,10.06397543,9.696811534,10.21513841,9.928622935,10.71100798,10.0197784
2026,6.211588148,6.309958116000001,6.325937842999999,6.39984576,6.7007709,6.207322511
28234,4.120902015,3.7352865310000003,3.784831589,3.917083327,3.66402669,3.948522573
3945,12.86144483,13.22862912,13.06874545,12.766950300000001,13.25004735,12.97748975
55907,6.094683812,6.821494565,6.7807584279999995,6.744520543999999,7.309313966,6.737644886
6489,3.8836132000000005,4.200546129,4.084155964,3.4207361069999997,3.230982115,4.004167047
57379,3.1375977410000004,3.616183672,3.240723862,2.940042455,3.0266816430000003,3.05848147
51522,9.845858759,10.05617944,10.30318989,9.882635984,10.77189305,9.905365291
2651,7.0990700879999995,6.558718674,7.035288638,6.899366027999999,6.035054559,5.195046693
4121,9.64857514,9.311837277,9.930338692000001,10.08260378,9.494414518,9.262197553
10090,4.873606571,5.827813971,5.605117883999999,5.022780612,5.039020464,5.19709712
116369,3.991355748,3.6851786069999997,4.005927688,4.1493482760000004,4.182903538,4.251612208
6005,4.447926118,5.026906828,4.634773384,4.275813381,4.247971174,4.6209519
6648,9.263810167,9.070220984,9.08706235,8.828004045,9.681807475,8.452418652
7915,6.428471475,7.279410321,7.007716192,7.589500924,7.383582764,7.745067335
8876,6.117612089,4.837623498,6.916203316,6.967060124,4.822324059,4.764937477
8875,7.688090522,5.948129088,7.608276666,7.130179602999999,4.8945720239999995,5.357612065
135152,4.154628928999999,5.1588349419999995,4.594568192,4.906659001,4.477183726,3.9684107539999998
10246,4.146119195,3.936268517,3.985553948,4.061889323,3.87373269,4.207324675
117247,4.946007669,4.0009352819999995,4.3104581710000005,4.480871165,5.224542426,4.409710714
6582,4.204590665,4.150079519,4.293492314,4.169102182,4.19206198,4.168451112
10846,6.5616835060000005,7.104432352999999,6.893761826,7.302606909,4.294180107,4.650354576
1347,11.75482533,12.05016789,12.24313592,11.72502487,12.03383417,12.02392951
2762,7.15739307,7.350585455,6.990224497000001,7.748419234,7.314312297000001,7.40441728
2030,6.130566435,5.383319976,5.657878096,5.724730802000001,6.169154181000001,6.073479895
83594,5.014856804,6.90016156,7.113030842000001,6.4239006739999995,6.120659256000001,5.839953671
4124,9.636925861,9.734055397,9.59776556,9.906575959,10.38156679,9.415085087000001
3157,6.573771436,7.242000277000001,6.757687626,8.541170811,7.476448221,6.581575907
23530,5.906166632000001,6.7672463579999995,6.800335379,6.2717666329999995,6.009038104,5.615178342999999
83697,4.067527003,3.899800705,4.210448424,3.9464471839999997,4.320222747,4.095554496
3156,8.66831032,8.724608213,8.26307916,9.554602854,9.520038168,8.449555772
10087,9.152905991,9.305348033,9.465268471,8.990657463,9.313901337,8.933973515
8622,4.016165506,4.27417098,6.026020867000001,4.478922632,3.985736384,5.362784603
411,4.848084303,4.752034375,5.6372208079999995,5.236144957,5.633620154,4.826489832
28965,3.6675545210000005,5.8430273779999995,4.252279105,3.6007312189999996,3.8552468330000003,5.889223387
5144,7.353622726,6.407538832999999,7.075921492000001,7.485751028999999,6.090346219,6.626376002000001
64902,4.877112285,4.547819035,4.973593786,4.791603286,5.059060178999999,4.6820221019999995
10723,9.416379016,8.742653376,8.967086714,8.812017512,9.444004077999999,8.935599643
10007,8.861625877,8.838273348,8.601763454,9.094880734,9.372496473,9.237704558999999
8992,11.93851643,12.34614507,12.22839883,11.75910028,12.02315889,11.92280907
1962,4.657793954,5.202136372,5.334579817,4.963775943,5.515733295,4.753126263
3081,5.631991974,5.366905044,5.279989898999999,5.516699871,5.3008296239999995,5.394220494
56954,8.43101587,8.588997661,8.320159803,8.383573512,8.958806535,8.501598697
5096,6.681702841,6.80908093,6.158388629,6.5906359729999995,7.524817681,6.645565459
5948,4.956314493,4.7471095960000005,5.354357189,5.60511153,7.13732113,5.8296433
5947,8.345047678,10.54323744,8.804297611,8.204801846,9.547653212,10.89755275
5210,6.23824911,5.663995604,5.943659975,5.829410384,6.105752545,5.9907592560000005
2632,10.50596927,10.79406616,11.00856105,10.5688152,11.21755698,10.43905692
7372,7.817057642000001,7.978920465,7.648186936,7.529542469,8.409147945,7.737584451
523,11.79516893,12.05558764,12.16248453,11.62380943,11.69129618,11.59290501
10057,8.480249941,8.185619597999999,8.514854533,8.445149271,8.617673043,8.149655792999999
13,8.461325972000001,9.372246449,9.873992224,8.405693363,6.9878345379999995,8.829739538
23007,3.836515954,3.385958214,3.6421999960000004,3.490030883,3.9339253419999998,3.607436108
28972,11.55066528,11.82422889,12.12292769,11.54669202,12.12489432,11.92393003
6508,5.806848652999999,6.465693604,6.215249087,6.310603907999999,6.346652281,6.239051002
1716,8.381013592,8.596245528999999,8.286722414,8.373441618,8.159119722,8.799544286
200576,7.779804102999999,7.9299368029999995,8.153268806,7.819587655,8.131667437,7.347386746000001
2820,7.756807369,8.24636156,7.97510081,7.992153372000001,8.377063601,7.920369816
5136,7.138109696,7.187052846,7.350477626,7.2488519039999995,6.927904452000001,7.457409415
7841,6.203369812,6.461897885,6.504484132000001,6.556072303,6.637335835,6.4973498979999995
374291,7.687807017999999,7.264591617000001,7.686018662,7.334410786,7.630612154,7.9613141679999995
2591,6.659870735,9.14389139,8.142230825,7.524109704,9.479479212000001,9.549493675
33,5.3427337139999995,5.958668639,5.602531467,4.827973196,4.967538703,5.005413387
2744,9.569293184,10.21317561,10.81290749,10.9421493,10.71061294,9.314120211
55825,6.856688952000001,7.337757108,7.146925893,7.162600959,7.304990993,7.396603881
4759,4.458277454,3.960035809,4.0274829919999995,3.897060582,3.8350336869999997,3.987497322
8869,10.59418371,10.74016851,11.03416255,10.598569900000001,9.623241966,9.568794252
84812,4.351840425,4.341692377,4.45158865,4.6635903469999995,3.623392285,4.287318136000001
6549,4.174238768,4.765201303,4.289565405,3.960639195,4.1223100839999995,3.807713239
80146,8.708688161,9.466203353,9.627192432000001,8.934235184,9.507565685,9.169694704
60482,4.339148806,3.551890469,4.494851211,4.895747903,4.0235726000000005,4.073461391
7173,4.27458604,3.903350763,3.7383965310000002,4.276021945,3.761212427,4.145470086
4953,11.22629784,11.70424843,11.53365985,11.48802577,12.69902199,11.666210099999999
8604,7.426298899,7.500817926,8.112133638,7.005500556,6.901637536,7.086308573999999
3938,3.648670596,3.419694447,3.91305596,3.683830075,3.869491022,3.771127443
5334,4.83319633,6.181090502999999,6.035242973,6.255147439,4.568875081,4.951098317
6509,7.17719651,7.009892372,7.524923187000001,7.046448666,7.452974277999999,7.166757229
8942,7.148934526000001,6.054295376000001,6.473291049,5.89067307,6.3332995610000005,5.6709352410000005
9167,11.26228623,11.59861424,11.60590068,11.14288686,11.64541544,11.72149354
525,4.024167738,3.722791915,4.0649337569999995,3.832147418,3.936616639,3.792625447
6697,7.377531222000001,7.560233391000001,7.655730641,7.658159147,8.538142011,8.25356796
1718,8.427107737,8.589759839,8.194684135,9.753090614,9.605804997,8.970976131
2882,4.655685798,5.842126319,5.924826024,6.517335234,5.84585586,5.654662567000001
6342,11.680627699999999,12.08887587,12.33144052,11.88761468,11.83875857,11.87429266
271,8.986661337000001,8.782425437,9.088020918,8.749460645,8.76510804,8.771737466
51102,5.652636435,4.626522201,5.380191342000001,5.463896837,5.505266703999999,5.267641496
515,12.14134994,12.35606302,12.55808621,12.13848802,12.43801787,12.06232997
6723,6.770606754,7.003575562999999,6.722382406,6.652838697000001,6.8955356210000005,6.748417442999999
23169,7.712545509,7.920822858999999,6.941523495,7.708411786,7.482933212000001,7.561980646
5321,8.899991927,8.480685423999999,8.245023652999999,8.745964981,7.317310927,6.766737095
270,3.309685299,5.250048895,3.263145689,3.5603220039999997,3.263145689,3.209895843
1491,3.7601686180000002,4.076104247,4.306299807,4.572323708,4.1008136010000005,4.309311626
79814,4.535713455,3.965524962,4.394253696,4.354090679,4.146998883999999,4.447127003
51179,3.899223187,3.758844088,4.224665524,3.70757081,3.8150440430000003,3.8424243380000003
8443,9.989941802999999,10.47618078,10.12833191,9.996100959,10.59243513,10.4955161
84618,4.923573089,4.534437419,4.83398863,4.729209962,4.839941766,4.800820656
4548,7.942088664,8.488831422,8.94564589,8.202921628,8.037070567,7.926035323
8564,7.036052645,4.957784907,5.782138142999999,4.3759229369999995,6.126305877,3.8163764760000003
34,9.896037087,10.35019523,10.55016567,10.09620743,9.761535267000001,9.640158455
81849,5.228218741,6.264561474,5.397430137000001,7.052805573,8.190379232,5.475595799
6390,7.523435546,7.117425432,7.43704448,7.15900307,7.686593502000001,7.400660837
6675,10.13357831,9.872629684,10.24665122,9.811626802000001,9.738628822,9.287248125
26279,6.283702461,5.329570255,5.9007806920000005,5.504010382000001,5.6241549179999994,5.822393643
3155,9.301461486000001,9.135184867000001,9.232073891,9.055249612999999,9.034040921,9.294687341
2582,6.910204362999999,6.517335234,7.02256561,6.838325181,6.8555514529999995,6.750713357
6513,5.492504482,5.524886639,5.574752132,5.783436288,6.039408831,5.9486809229999995
533,9.122789538,8.331444146,8.685562262000001,8.718377254,9.456239837,8.768798274
8704,5.736064241,6.097813285,5.761253914,5.73380374,5.520033187,5.895980484
10327,10.75748652,10.53846797,10.79287736,10.28208745,10.40683861,10.32509074
5052,11.35493547,11.19735124,11.319631900000001,10.9223136,11.36710535,11.44769674
8503,6.480996471,7.026041191,5.34008307,6.100544026000001,6.69967852,6.496283285
10560,6.542956286,7.064083082000001,7.176041934,6.525785043,7.075663285,6.887239175
5825,8.714870377999999,9.40544039,9.377558234,9.550744902,9.938949305,9.176403423
9588,11.85926063,12.15132761,12.27727441,11.84814778,12.0737469,11.89183097
3290,6.184706976,7.689149397,6.142624852999999,5.516699871,6.43565626,7.526777323999999
23443,6.758465636,6.8052470320000005,7.3759442029999995,7.598458885,7.123195231,6.727886534
57134,7.348311657999999,7.009849172000001,7.28468701,7.30071628,6.914433777,6.922814017
200010,3.5627886010000003,3.95573643,3.881212384,3.781847196,3.414792802,3.802161416
51146,3.974027655,3.569213925,3.79238696,3.8661473710000003,3.6283274660000004,3.928168777
11181,3.578839878,3.7084409039999997,3.623932093,3.4693777339999996,3.86311524,3.868246021
335,5.825625269,6.215207976,5.733856648,6.007430795,5.394975913,6.906108929
6543,4.6692192519999995,4.619870158,4.067773275,4.7880172860000005,4.182903538,4.833092603
23632,5.708425619,4.829607384,5.271405218,5.346424086,5.753635592999999,6.007814487999999
9789,3.7601686180000002,3.884778742,3.418680826,3.8848834780000003,3.667545402,3.694709889
6785,3.520972398,4.122152787,3.02359376,3.579996892,3.5258432369999997,3.413224633
383,3.196800948,4.217606407,3.736416507,3.3257221789999996,3.1004420610000003,3.96023742
9194,5.501782982999999,5.953766152999999,5.692914505,6.419807999,5.278536859,5.839244304
6185,11.07008839,11.06471982,10.85756618,10.78316094,11.21123821,11.18174259
4709,8.501157072,8.701436538,8.704422908,8.445375896,8.901337363,8.561431421
9615,4.616390472,4.172074149,4.45158865,4.526326481,4.758331245,4.774022943
80235,6.427792126,5.549698627000001,6.162586233,5.920727487000001,5.590689817,5.79400802
4702,8.755994394,9.023271771000001,9.105551354,8.770558979,9.538439826,9.111775093
79695,8.971634949,9.549143117,9.452208607000001,9.338726505,9.696136398,9.714062506
85365,10.25301766,10.87099174,10.37916278,10.64475936,10.92406183,10.42849797
2531,9.315604388999999,9.680622362000001,9.676413935,9.305998743,9.971716831,9.549930123
97,7.448893479,7.88423806,8.222643006,8.187298569,7.595015162999999,7.271012836000001
1743,6.67993096,6.1516967220000005,6.632459503,6.705304831,6.794933856,6.534499477000001
4329,7.8896535320000005,8.909651761000001,8.523588952,8.368825668,7.8590257029999995,8.392997966
51004,5.980570988999999,5.90327565,5.847912955,5.783003223,6.19170871,5.743380287000001
1788,6.451542642000001,7.225571972000001,6.595822795,6.669940499,7.294799595,6.665753682
26503,9.152385326000001,9.209713491,8.976257107999999,8.611138576,10.07799891,10.16638092
57678,7.039274269,7.728073339,7.946826897,7.22083457,7.352540328,7.440162392
2805,6.30813009,6.1464063179999995,5.909722287,6.270366792000001,6.765046984,5.973782604
79646,8.250019697,9.418461333,9.271895586,9.260378818,9.051286641,8.773977652000001
25902,8.247675484,8.522147983,8.934114461,8.41018301,8.78378356,7.83924843
83884,3.527552352,3.327477974,3.272681233,3.2663882330000003,3.3445695630000003,3.269378474
39,6.860275604,6.716406628,6.932867847000001,7.8635685870000005,7.065558609,6.986415735
29880,10.53355284,10.39118468,10.56673071,10.29284856,10.59304568,10.04481381
157506,7.11042828,6.865549543999999,7.017794015,8.627689427,7.802793145,6.225636204
8288,4.815056617,4.644217563,4.652064693,5.097712125,4.789295027,5.082888356000001
9227,3.105033307,3.4585113819999997,3.221296671,2.94225995,2.918453127,3.0939624310000005
85320,5.015425386,4.844697309,4.61586476,5.384208619,5.570352957000001,5.346309626
113,7.45664121,7.029662442,7.587094509,6.142385774,6.50956651,4.9834826869999995
55268,10.24911243,10.64438271,10.81660884,10.36723376,9.987864175,10.57697852
3764,7.144838522000001,7.845736766,7.398593247999999,6.7875911570000005,7.233153199,8.404524244
847,10.70356441,10.95449627,10.75600986,10.27704724,10.49956641,10.32714387
5290,6.652765755,6.573245244,6.686290603,6.840766416,6.273984627999999,6.530524657000001
4952,5.282634705,5.247108443,5.054992749,5.056147655,5.140556043999999,5.108127736
5340,3.7601686180000002,3.388334279,3.4855889469999997,3.660915858,3.754825573,3.750993012
9956,4.952548061,4.769606846,5.021913379,5.034927691,4.481506227,5.255000855
48,8.042073085,8.221228426,8.112148928,8.80357998,8.61521386,8.228081756
6718,2.499946031,2.957680017,2.462637455,2.702672302,2.4849137619999997,2.5835226469999997
9469,6.51346205,7.157072581,6.2735664479999995,7.29588247,7.66198329,8.407568884
5033,8.995746619,8.825902282000001,9.054402002,8.866621279,9.753218085,8.961170562000001
8034,7.692324462,7.964259459,7.622937455,7.487835463,7.5292341910000005,7.5223966870000005
35,6.056112216,5.993525378999999,6.162586233,5.995509075,5.9223537120000005,5.716606277
5153,5.995168825,6.093753082999999,5.634283387999999,5.889754958999999,5.587647249,6.012337651
4035,7.23155153,6.972302095,6.990020906,7.279172877000001,7.042228444,7.3034065660000005
1757,5.217106013,4.736424363,5.310367943999999,5.064946248,4.790273043,5.356330902
1621,5.246306777,5.221629361000001,4.4637060239999995,5.1265309210000005,5.0893705680000005,5.437813056
262,6.6082453910000005,7.652427723,8.01025345,6.79544362,8.67100291,7.28987274
206358,7.938000967000001,7.243491596,7.914671431,7.336557749,8.18711605,7.128087152000001
81579,9.723888766,10.61974478,10.17594722,10.48317853,11.029176300000001,10.15641594
5208,6.206041042000001,6.385619651,6.559046502,6.57765975,6.404135974,5.825972716
2181,9.421546317999999,9.777411607000001,9.864219047999999,9.650503441,9.77092941,8.905187425
79586,6.287177023,6.293297909,5.880440055,6.347422492000001,6.105442562,6.2440282410000005
116255,4.936691299,3.7226886169999998,3.955599232,4.07988907,3.9339253419999998,4.3978907210000004
6560,6.682469543,6.498895302,6.820169205,6.792670759,7.014109881,7.045120654
57468,3.9639176739999997,3.817176284,4.016855622,4.291996729,4.335613674,3.975210795
51604,7.88913361,7.473847072000001,7.560241287999999,7.46711991,7.422030857,8.114172894
514,11.35259231,11.42654914,11.57143763,11.11907466,11.14739963,11.18444491
5335,6.769443045,7.235967082999999,6.705320992000001,7.051924869,7.133319015,7.36315891
5740,11.92428182,12.1900545,10.48147682,10.47156646,10.48184825,11.64944022
5105,7.024885928,7.139213542999999,6.426956809,6.573817442999999,5.861663019,6.542323406
5184,8.632098489,8.193189712999999,8.169804479,8.337111693999999,8.633356624,8.113465769
55577,9.591864688,9.069182877000001,9.626285287,8.884721651,9.97655202,8.904298453
84693,6.016601532999999,6.264404257000001,6.560351707000001,6.5272408429999995,6.468171241,5.946467354
10396,9.311246876,9.957858536,9.948750235,9.889252966,10.01456968,8.720091716
10786,3.429105724,3.4950256910000004,3.34812841,3.394345975,3.199415285,3.284444836
6568,4.623788758,4.076104247,4.370820687,4.470278927,4.399909152,4.0872024
27232,4.154369557,3.739791372,4.222685206,4.09667667,4.257582267,4.233955859
2739,10.06075015,10.72427023,10.55138823,10.19674967,10.60630341,10.46101932
2806,9.135803266,9.702481826,8.260875712,9.150417357,9.814493926,9.51423737
6555,4.369090989,4.302567601,4.347694281,4.589838907,3.920999076,4.59963558
10257,6.402026951,7.764182945,7.367378884,7.007495763,7.628056856000001,7.127748014
4694,10.7487172,10.89539659,10.93435833,10.76565106,11.19421348,11.19475617
27109,6.185457585,5.872774607,6.272858855,6.326978447,6.228208427,6.224454927999999
9953,5.937359681,7.159281181,6.244775109,4.950644305,6.161319285,7.242711045
60386,7.300958972,6.6622238320000005,6.992411736,6.6615698000000005,6.849800502999999,6.599221553
30833,5.988695315,5.974947192,6.275126928,5.716346959,6.040103544,6.134240934
80025,10.08889739,10.16041172,10.15452319,9.724976779,10.46941451,9.95602615
3704,8.708667862,8.235952897999999,8.600980032999999,8.240293438,9.042403785,8.603017917999999
7389,10.60951482,10.64526952,10.83459355,10.53718854,10.58214547,10.61238805
6487,7.858419431000001,7.872516042000001,7.924270984,7.912441587000001,7.759485728,8.153032339
10870,7.0825873989999995,6.510233444,7.089469383,5.939885107,6.072510505,6.060652199
1340,10.54001307,10.62954919,10.90046305,10.39646469,10.52977795,10.73667357
81537,8.668401102,8.095254651,8.545081300000001,7.778615465,7.893250967999999,7.284077308
79717,8.341531815,8.719335487,8.692844626,8.455219842,8.849749962999999,8.422572439
3425,5.70907764,5.182208018,5.595823202,6.016233265,5.724502052,5.844456049
5322,4.877700448,5.198560789,5.453972262000001,5.422830556,4.910705888,5.25213158
10975,5.958794166000001,5.604351402000001,5.792036347000001,5.520743761,5.333372487,5.850941939
1892,9.968469871,10.53953829,10.39256388,10.14348097,10.79393044,10.79554262
10606,9.215302345,9.498373551,9.518945389,9.119905343,8.951106741,8.815934269
5471,6.242507252999999,6.414169834,6.504316863,6.5712502729999995,6.586111732999999,6.378896916
9514,4.946093198,4.507825306,4.95721926,5.309286637,5.046879678,5.345478593
4248,5.403360323999999,5.939806457,4.816090696,5.237451509,5.7004107070000005,6.075452117999999
53947,4.988603165,4.730494865,4.6553697210000005,4.917771835,4.200690529,4.672907526
4357,6.8698890310000005,6.724691245,6.629745979,6.816452367,6.600684511,7.130854361
7263,10.23632995,10.345104699999998,10.40004379,10.43956209,10.5331781,10.296975
9296,8.9063362,8.20277234,8.642861733,8.194746302999999,8.087984152999999,8.786530845
4698,10.32962681,11.12856796,11.35257811,11.09623091,11.06355187,10.61449441
50940,3.380555745,3.368472736,3.300040837,2.783983805,3.211952969,3.15422706
2571,3.254917204,3.456844832,3.3026031560000004,3.0555117210000002,3.02240416,3.048496633
8854,12.38409593,12.42249842,12.48079459,12.5389532,12.57035664,12.26987501
3712,8.166232161,8.229168300000001,8.15074153,8.430831357999999,8.428682082,8.639799995
1854,11.10706346,11.66229265,11.59497175,11.21873424,11.36522343,11.35909792
60559,10.98670316,11.4130334,11.34952205,10.82347428,11.38961123,10.50535854
8424,3.8173965689999996,4.980648665,5.175187469,4.919932632,6.088819958999999,5.720642998
7166,3.4404815760000003,3.203590922,3.041503983,3.1637353760000004,3.2006212119999997,3.174433381
1635,9.878244966,10.35831564,10.06370777,10.31397823,10.638568699999999,10.77025901
5338,6.5340192770000005,6.03485535,6.254672892,6.329597695,6.336107571,6.545924655
482,5.399976289,5.263189349,5.232953752,5.189139158,5.0904553660000005,5.531341352999999
196883,6.754649752000001,5.633684409,6.197315205,6.322001022999999,6.022814295,6.304761703
1603,10.70543809,11.0866206,10.8506936,10.53954897,10.89292881,10.8514804
1036,5.1495817310000005,5.97033849,6.0178105660000005,4.237490117,6.599298509,6.88880326
15,3.800684455,3.6600357910000003,4.032482842,3.59361507,3.812125423,3.712671944
2593,8.090887672000001,7.678390348,7.768354356000001,6.9765808279999995,6.563854054,7.644843546000001
26290,5.105574043,4.85711213,5.180658548,5.513811035,4.917164032,5.108908148
6303,12.647846300000001,12.98314485,13.07735629,12.82720934,12.73261956,12.29848076
348,8.162065343,7.9815854889999995,8.183417362,7.5839358820000005,8.34422151,7.6773250310000005
341,7.731798361,6.560744866,7.682328401,7.2165575529999995,7.953948025,7.145715845
376497,7.11007683,7.278450144,7.46557195,7.184490558999999,6.81135241,7.62183153
25796,8.634609657999999,8.652213009,8.983932661,8.386315165,8.251821849,9.017793322000001
81616,4.900171633999999,4.746990079,4.935613622,4.970853176,5.248998563,4.988185806000001
4705,8.473528895,8.647275811,8.405834167,8.616163918,9.00854786,8.681859152000001
1571,4.707336228,5.435758742000001,4.828559427,4.624463306,4.4776512980000005,5.251320954
445,9.096796586,9.341893156,9.813889874,9.854152556,10.29437464,10.22246332
83549,7.451802787999999,7.899244381,7.743250493,7.709155305,7.8643997510000005,8.227403986
1786,7.343685376,6.95768093,7.400590553,6.9154764239999995,7.419884184,7.0967227379999995
6535,5.259932622,5.2972771739999995,5.427413362,5.602769038,5.743177316000001,6.002230543
56301,3.986528978,3.6328507830000003,3.58335058,3.621370326,3.507835947,3.7365033910000003
