,GSM997630,GSM997631,GSM997632,GSM997633,GSM997634,GSM997635
23539,4.828559427,4.254546551000001,4.505158381,4.724434051999999,4.692637532,4.901751534
6523,4.14776294,4.076104247,3.828290593,4.257135247,3.7745389080000002,3.8625657889999996
55586,5.07126939,4.8036924039999995,4.712539385,4.720801182,4.472823271,5.018443501
3162,7.751810614,7.138128837999999,7.450516528,6.709391335,8.090416726,7.337272755
27349,6.2558995710000005,6.287196272,6.4415337720000005,6.685004374,6.847943142999999,6.666687365
410,5.292506965,5.245826588,5.197255428,5.407871288,5.48297486,5.285293532
80339,5.781651511000001,6.6246894,5.3271010489999995,5.435854327,5.520217849,5.702752089
10478,6.946913676,7.523658469,7.2715455129999995,7.624076934,7.946230948999999,7.61449404
50,8.330564939,8.242106141,8.269888479,8.925611733,9.130422492000001,9.221906617
5372,5.932040294,5.9981873310000005,6.39677889,5.873624222,6.022814295,6.762776181
64781,10.10566135,10.31297226,9.805733238,9.875141187,10.689903900000001,11.01668862
5836,9.746422077,9.088164886,9.290028842,9.491910595,9.259901896,8.596183629
64841,6.688451861,6.816612597000001,7.011126147000001,7.08106816,7.2964871570000005,7.572085603
51382,10.53189671,10.59012015,10.94986789,10.57364875,11.15452697,10.43977147
5283,6.345785575,6.5188900720000005,6.2156518179999996,5.942711162,6.446152569,6.113234299
2954,6.620430522,6.095529151,6.7999548270000005,6.439590299,6.936276751,7.188181341
9517,6.97954624,6.897040245,6.893694269,7.152761623,7.547514519,6.767780809
6554,5.2727723939999995,4.718254389,4.8595618289999996,4.822571944,4.794870019,4.689450032
6547,6.391473682000001,5.638083325,5.638947432999999,6.266434899,6.0814879170000005,6.245273419
4522,7.5861793220000004,7.89677376,8.115007669,7.314078145,7.656716157999999,7.633030227999999
51527,9.262609096,9.300881582,9.400382444,8.90811346,9.585788387000001,8.499197028
5106,7.206261947000001,6.480486346,6.8090836679999995,6.490552081000001,6.957050807999999,7.224585291
51292,8.314479347999999,8.911656756000001,8.657888364,8.577908632,9.518184769,9.338867046
2937,7.773285252999999,8.391015302000001,7.8675682479999995,8.167063277,8.639327699999999,8.774408716
5834,7.340050287,6.729292585,6.98605276,7.1962697339999995,7.478801262999999,7.431605417
28231,5.931544945,6.18265732,6.085396748,5.693755382000001,5.557924643,5.528159709
113278,4.888332588,5.354766538,5.367013367,5.1457799369999995,5.135037243,5.1313239180000005
8760,7.9748945110000005,8.092418423,7.669504432,7.42424913,8.174285768999999,7.773447986
54363,3.309685299,3.25272137,3.403189396,3.103987995,2.981126315,3.220180589
5332,3.445747714,4.64641963,4.9286383769999995,4.0851582969999995,3.535324245,3.436486533
3420,8.781409229,8.74868373,8.972156246,8.50664163,9.183176315,9.120275558
140679,3.6569116530000003,3.682268329,3.678510658,3.772356822,3.757808409,3.790290024
128869,6.7133386779999995,6.9789518170000004,6.810421927999999,7.123819492000001,7.518773027000001,7.415273176
10005,6.8557772439999995,6.5847640179999996,6.768269253,6.607327187,6.783734341000001,6.794019646000001
29906,5.392012293,5.068165518,5.208297676,5.624840767999999,5.282048561,5.66745431
9388,2.7670604780000003,2.759305552,2.8357702810000003,3.2247040410000003,3.533284394,2.8341491480000003
412,6.551860917000001,8.030392845,6.845458941,6.296577915,6.663832651,7.017241416
2986,3.680358712,3.4356423410000003,3.3647267039999997,3.544818914,3.576617245,3.49272812
23439,3.25765941,3.130575093,3.3307798089999996,3.251105617,3.339468606,3.199525325
5634,8.602519006,8.887453886,8.882751862000001,8.420989415,8.207821711,8.202914306
6839,5.731346247,5.43312529,5.320683432,5.612511586,5.850819787000001,5.892883277
215,5.852565214,5.313673283,5.2865864810000005,5.783740029,5.287775684,5.782196827000001
5973,4.626443424,3.9712219089999996,4.29362829,4.631785553,4.137033005,4.474869583
9016,8.119093568,8.67148697,8.754975487000001,8.349422848,8.79047071,8.395713078
7355,7.414275164,7.537830415,7.437760967999999,7.8074410510000005,8.618784646,7.648083088
5230,12.36970471,12.18594475,12.3609013,11.77068903,12.54377584,11.89324819
5251,3.108560808,3.3177163480000003,3.34812841,3.9755603280000003,4.111616733,3.485486624
9468,4.5579350860000005,4.4532867419999995,4.3159412,4.596406061000001,4.448628822,4.2287287419999995
2717,9.870473732,9.342665727,9.527476131,9.114787346,9.253465089,8.949132045
54,6.108949008,5.784498415,5.940571783999999,5.590774038999999,6.0707085670000005,6.384101527
10166,5.724410223,5.47963684,5.840713957,5.998573222,6.442991748,6.049066357999999
160851,8.150928461,9.203641822,9.389089961,8.983421173,8.873451618999999,8.331867381
1723,5.57446604,5.766372732000001,5.4509819429999995,6.198425311,6.6302291989999995,6.029274958999999
4832,7.129301911000001,7.446877282999999,7.312551182000001,7.424017912999999,7.912071527,8.080742701
3038,3.8115236969999997,3.543775806,3.30263504,3.715139025,3.791421005,3.742532793
55512,7.9315000929999995,8.270140125,7.259687864,8.135112026,8.315062697,7.546189088999999
9057,7.840849049,7.845011767000001,8.094119334,7.781011544,7.569262323999999,6.380426075
23417,6.920076732999999,6.659818036,7.064136155,6.915102022,7.249191487999999,7.4099673820000005
4833,7.828671326,7.7428114,7.893973956,7.830461858,8.029808785,8.500718821
4363,8.610361726,8.31678163,8.013520358,8.526963804,8.520160567000001,7.798794337
84264,6.166239451,5.91131672,5.982110195,6.007753247999999,6.089204036,5.9068861770000005
8140,6.087414912000001,5.852222135,5.807098185,5.483501016,6.149049587,6.049398579
343,3.876162597,3.4288089060000004,3.737638483,3.703899921,3.880307075,3.686183924
3163,6.991909562000001,6.840040665,6.9637649889999995,6.783777311000001,7.2892183710000005,6.951624347999999
23475,8.893432164,8.672424474,8.958451681,9.13512287,7.685637563999999,8.92683669
64131,6.813805222999999,7.217299354,6.798818615,7.124083377000001,6.03049102,6.4129356710000005
10423,11.59205223,11.94848997,11.97258447,11.61268176,11.76016642,11.98295341
6530,4.207960441,4.386124361,4.0682639,4.031959018,4.101148858999999,3.9684107539999998
366,11.92453968,11.71742734,11.72407387,11.42243601,10.49086574,11.16079308
23205,3.97392947,3.7360146939999996,3.8425522219999997,3.749840168,3.8791482000000004,3.830872575
2184,6.881894908,6.821464376000001,7.111525911,7.107082942999999,6.664723272000001,7.123471777000001
760,3.618306245,3.454129835,4.288924348,3.5674882689999996,4.005827324,4.009241651
1666,10.31471812,10.27405607,10.77946214,10.52779899,10.44690038,10.172130000000001
7264,7.410070795,7.327994088,7.978340909,7.53426316,8.387871097,7.479683334
65263,4.868161606,4.579263171,5.104440531,4.520919566,4.393335099,4.891747346
6713,8.463422571,8.786855603,8.201229908,10.15410844,10.0822511,8.25132227
2936,8.078122364,8.582263336,8.589481539,8.201258187999999,8.861952706,8.774526744
7991,9.814471212,10.60792677,9.429198328,10.29090995,11.16359189,10.68674564
427,12.591300599999999,12.41721828,12.71142632,11.94130805,12.09420211,11.72170076
2997,7.05761753,7.188723978,7.405140176000001,7.303547892,7.250377918,7.561975706
1891,8.02981826,7.9543948129999995,8.429045687,8.076634271,8.381583779,9.004403775
1158,4.976114503,4.7702492130000005,4.699200738,4.507304091,4.699581408,4.248131831999999
84444,5.633504197000001,6.209970512000001,5.786395473,6.015781317,6.673418142,6.300100934
57030,6.2140541460000005,6.100938087,6.154340615,5.9172274179999995,5.741931302,6.191991762000001
6511,4.800668894,4.56756899,4.4760830160000005,4.287624813,4.118842512,4.435983595
29124,4.59083771,4.502516792,4.901694642,4.60770118,4.542712977,4.538321794
1178,7.784794171000001,5.340493585,4.9980097169999995,4.551016845,3.456451199,4.366802899
2821,8.555060122999999,8.356974008,8.348060836,8.620675234,9.436026308999999,9.025375518999999
6510,4.845597379,5.901202673999999,5.2214223330000005,5.579535465,5.7863807000000005,6.1065523079999995
2109,8.193752894,8.271533412,8.354094406,8.246274215,8.33553578,8.969938404
6822,3.3489642280000003,3.1788102169999997,3.320008145,3.2179498260000003,3.2202446239999998,3.3020079460000002
